gvkey,tic,conm,startdate,avg_price,avg_volume
024136,RNRG,GLOBAL X RNWBLE ERGY PRC ETF,2015-05-28T00:00:00Z,12.6308387517147,16978.4403292181
024172,HHDG,HIGHLAND HFR EQUITY HDG ETF,2015-06-01T00:00:00Z,19.2713394495413,3625.44495412844
024228,PTLC,PACER TRNDPILOT US L CAP ETF,2015-06-12T00:00:00Z,27.5711434001383,314682.127159641
024229,PTMC,PACER TRNDPILOT US M CAP ETF,2015-06-12T00:00:00Z,28.4599369730477,81520.8375950242
024231,PTNQ,PACER TRENDPILOT 100 ETF,2015-06-12T00:00:00Z,32.314281617139,58647.390463027
024372,HFEZ,SPDR EURO STOXX 50 CURR HDGD,2015-06-10T00:00:00Z,35.3404594392524,4698.59626168224
024476,NIO.1,NUVEEN MUNI OPPORTUNITY FD,1991-09-19T00:00:00Z,14.5153314248746,130844.534853631
024494,IQT,INVESCO QUALITY MUNI INVSTMT,1991-09-20T00:00:00Z,13.9848195590729,19809.4021104202
024502,CHAD,DIREXION DLY CSI 300 CH BE 1,2015-06-17T00:00:00Z,34.4898132271468,58320.3331024931
024529,ISZE,ISHARES EDGE MSCI INTL SIZE,2015-06-18T00:00:00Z,25.6601200970201,1381.25502425502
024553,NUF,NUVEEN FL QUALITY INC MUN FD,1991-10-17T00:00:00Z,14.7024211513012,15113.0436700485
024554,NUM,NUVEEN MICH QUAL MUN INCM,1991-10-17T00:00:00Z,14.5727977029409,17805.9292587071
024555,NUO,NUVEEN OH QUAL MUN INCM FD,1991-10-17T00:00:00Z,15.8209272665855,14937.2469936495
024613,LAQ.Z,LATIN AMERICAN EQUITY FUND,1991-10-22T00:00:00Z,14.8684590988626,36786.3298337708
024719,SQF,SELIGMAN QUALITY MUN FD INC,1991-11-25T00:00:00Z,13.3818706770833,6221.14583333333
024737,VQC,VAN KAMPEN CALIF QUALITY MUN,1991-11-27T00:00:00Z,16.0180017411491,11566.9550203134
024738,VFM,VAN KAMPEN FL QUALITY MUN TR,1991-11-27T00:00:00Z,15.6088094087799,6417.50285062714
024740,VPQ.Z,VAN KAMP AM CAP PA QUAL MUN,1991-11-21T00:00:00Z,16.1405847654041,7134.94544940644
024756,ZBIO,PROSHRS ULTRAPRO SH NASD BIO,2015-06-23T00:00:00Z,30.5815155,22738.30125
024772,HBU,PROSHRS ULTRA HOMEBLDRS SUPL,2015-06-23T00:00:00Z,18.6313741610738,906.781879194631
024788,JPN,XTRACKERS JPN JPX-NIK 400 EQ,2015-06-24T00:00:00Z,26.6161589993051,23942.6441973593
024838,THW,TEKLA WORLD HEALTHCARE FUND,2015-06-26T00:00:00Z,14.1357542101601,143946.378566458
024917,PFO,FLAHERTY & CRUMR PFD INCM OP,1992-02-06T00:00:00Z,11.322002546075,25216.2450511945
024930,KIF,KOREAN INVESTMENT FUND INC,1992-02-14T00:00:00Z,8.80996895292207,37821.9561688312
024956,SLDR,ALPS SECTOR LEADERS ETF,2015-07-01T00:00:00Z,23.5782048648649,734.935135135135
024957,HACW,ISHARES CURR HDGD MSCI ACWI,2015-07-01T00:00:00Z,26.0389120558376,542.687817258883
024959,HAUD,ISHARES CURR HDGD MSCI AUSTR,2015-07-01T00:00:00Z,23.6575930340557,501.801857585139
024981,HEWW,ISHARES CURR HDGD MSCI MEX,2015-07-01T00:00:00Z,19.1136523012552,622.859135285914
025014,SBI,WESTERN ASSET INTERM MUNI FD,1992-03-03T00:00:00Z,9.56331189107825,20657.0600711549
025073,CSA,VICTORYSHARES US SM CAP VOL,2015-07-08T00:00:00Z,42.4171926573427,4178.91538461539
025074,CSB,VICTRYSHR US SML CP HI DI VL,2015-07-08T00:00:00Z,40.8618947552448,9458.12937062937
025242,OUSA,O'SHARES FTSE US QUAL DIVI,2015-07-14T00:00:00Z,30.9448580645161,90153.3113604488
025244,VTN,INVESCO TRUST FOR INV GR NY,1992-05-13T00:00:00Z,14.8342311183032,21229.0884175733
025245,VTF,VAN KAMPEN TR INVT FLA MUN,1992-05-13T00:00:00Z,15.6472296471827,6630.20010531859
025417,PMH,PUTNAM TAX-FREE HEALTH CARE,1992-06-24T00:00:00Z,13.2975251436031,17700.374151436
025418,HFXJ,IQ 50 PERCENT HDGD FTSE JPN,2015-07-22T00:00:00Z,19.7563239370079,3884.71338582677
025449,IGBH,ISHARES INTEREST RATE HGD LG,2015-07-23T00:00:00Z,24.5418448907682,28475.6546863989
025451,EMBH,ISHARES INT RT HDG EMG MKTS,2015-07-23T00:00:00Z,24.6270986610289,1632.43269908386
025512,HHYX,ISHARES CURR HDG INTL HI YLD,2015-07-30T00:00:00Z,26.2403127604166,1694.37890625
025537,GCH,ABERDEEN GREATER CHINA FUND,1992-07-15T00:00:00Z,13.0822330972907,61166.5275554187
025559,CIL,VICTORYSHARES INTL VOLTY WTD,2015-08-20T00:00:00Z,36.674973266619,5327.97927090779
025567,MQY,BLACKROCK MUNIYIELD QLTY FD,1992-07-20T00:00:00Z,14.2017491614691,56059.2713790714
025574,JFC,JPMORGAN CHINA REGION FD INC,1992-07-16T00:00:00Z,13.2216650246306,23290.862386779
025705,NFLT,NEWFLEET MULTI-SECT UNC BOND,2015-08-11T00:00:00Z,24.8327613086771,31025.8563300142
025718,HDEZ,XTRKRS MSCI EUR H DIV EQ ETF,2015-08-12T00:00:00Z,24.3768008417509,490.742424242424
025800,OEUR,O'SHARES FTSE EUR QLTY DIV,2015-08-19T00:00:00Z,23.6848882857143,9874.49285714286
025818,DBES,XTRKRS MSCI EAFE SM C HD ETF,2015-08-19T00:00:00Z,25.9869767475035,158.867332382311
025837,DPST,DIREXION DLY REG BANKS BU 3X,2015-08-19T00:00:00Z,436.747580285714,83676.625
025838,WDRW,DIREXION DLY REG BANKS BR 3X,2015-08-19T00:00:00Z,71.6740150000002,3279.95293103448
025871,NPN.,NUVEEN PREM INCOME MUN FD 3,1992-10-23T00:00:00Z,14.1745801687764,8585.02109704642
025897,AWG,ALLIANCE WORLD DLR GOVT FD,1992-10-30T00:00:00Z,12.7085789697802,26622.156043956
026030,OAPH,O'SHARES ASIA PAC QL DIV HGD,2015-08-25T00:00:00Z,26.5135694589878,1136.28097731239
026031,OEUH,O'SHARES EUR QUAL DIV HG ETF,2015-08-25T00:00:00Z,26.2505003490401,6238.66317626527
026032,BNN.,BLACKROCK 1999 TERM TR INC,1992-12-18T00:00:00Z,9.05017660420216,33272.4588302101
026055,NTE.1,NUVEEN TEX PREM INCM MUN FD,1992-12-18T00:00:00Z,13.8112552301255,2751.88284518829
026057,NFL,NUVEEN INSD FLA PREM INCM,1992-12-18T00:00:00Z,14.2391569575472,17020.6747641509
026098,VMT,VAN KAMPEN MUN INCOME TR,1988-08-19T00:00:00Z,9.96558104325694,31473.6092990979
026099,VAP,VAN KAMPEN ADVANTAGE PA MUN,1992-10-14T00:00:00Z,15.4397595561594,4479.4384057971
026104,NIM,NUVEEN SELECT MAT MUN FD,1992-09-21T00:00:00Z,10.439469878678,19863.6837261191
026105,NXS.1,NUVEEN SLCT TX FR INCM PTL 4,1992-09-18T00:00:00Z,14.1505305263158,8212
026116,IQI,INVESCO QUALITY MUNI INCOME,1992-09-28T00:00:00Z,13.3539915294446,65034.1244766955
026118,IBMK,ISHARES IBDS DEC 2022 MUNI,2015-09-03T00:00:00Z,25.9545771778257,32217.5867530598
026143,VAMO,CAMBRIA VALUE AND MOMENTUM,2015-09-09T00:00:00Z,22.2218178932179,5951.56421356421
026177,HDWX,SPDR S&P INTL DIV CURRNCY HG,2015-09-15T00:00:00Z,40.9344286324786,1139.44017094017
026184,PILL.1,DIREXION PHARMA MED BULL 2X,2015-09-16T00:00:00Z,28.0632964010283,840.830334190232
026185,PILS,DIREXION PHARM & MED BEAR 2X,2015-09-16T00:00:00Z,44.2496331619536,190.275064267352
026191,KSA,ISHARES MSCI SAUDI ARBIA ETF,2015-09-17T00:00:00Z,27.3935201449276,228109.757246377
026274,JPUS,JPMORGAN DIVERS RETURN US EQ,2015-09-30T00:00:00Z,68.0534231947483,36899.7789934355
026275,HJPX,ISHRS CURR HDG JPX-NIKKEI400,2015-10-01T00:00:00Z,27.3563443795621,1182.47810218978
026435,EDOM,WISDOMTREE EUROPE DOMESTIC E,2015-10-29T00:00:00Z,26.167158254717,3384.91273584906
026436,EMSD,WISDOMTREE STRG DLLR EMG MKT,2015-10-29T00:00:00Z,25.888289148581,1698.59432387312
026438,HACV,ISHARES EDGE MSCI MV GBL CUR,2015-11-02T00:00:00Z,27.1657896011397,283.002849002849
026440,HEMV,ISHARES EDGE MSCI MV EM CURR,2015-11-02T00:00:00Z,25.3525364672364,1798.7094017094
026490,GSIE,GOLDMAN SACHS ACTVBT INTL EQ,2015-11-10T00:00:00Z,27.5286649031297,214586.736959762
026502,TLDH,FLEXSHRS CURR HG MRNG DM XUS,2015-11-10T00:00:00Z,26.3348035249042,3380.18237547893
026504,GSD,WISDOMTREE GLOBAL SMCP DIV,2015-11-12T00:00:00Z,29.5797072792363,2212.4892601432
026518,PRME,FIRST TR HEITMAN GBL PRIME,2015-11-12T00:00:00Z,20.0733519170985,1708.92435233161
026546,HGSD,WISDOMTREE GLB HDGD SMCP DIV,2015-11-19T00:00:00Z,23.6729325330132,7559.0756302521
026585,ONEO,SPDR RSSLL 1000 MMNTM FOCUS,2015-12-03T00:00:00Z,70.1665166666667,14066.4600301659
026587,SICK,DIREXION DAILY HLTHCR BE 3X,2015-12-03T00:00:00Z,33.0883682017544,1562.74342105263
026588,GASX,DIREXION DAILY NAT GAS BE 3X,2015-12-03T00:00:00Z,5.31030507366482,328347.54281768
026716,IMOM,ALPHA ARCHI INTL QNT MTM ETF,2015-12-23T00:00:00Z,26.8369352134146,10938.5297256098
026782,DEFA,ISHARES ADAPT CURR HG M EAFE,2016-01-07T00:00:00Z,26.8459465848043,804.56331542594
026783,DEWJ,ISHARES ADAP CURR H MSCI JPN,2016-01-07T00:00:00Z,26.340345334797,218.234906695939
026784,DEZU,ISHARES ADAPT CURR H MSCI EU,2016-01-07T00:00:00Z,26.1824735455544,333.544456641054
026807,GNRX,VANECK VECTORS GENERIC DRUGS,2016-01-13T00:00:00Z,23.53103099631,1121.36408364084
026930,DUC,DUFF & PHELPS UTIL &CP BD TR,1993-01-22T00:00:00Z,11.9094522383844,49485.9939274114
026982,VYMI,VANGUARD INTL HIGH DIV YLD,2016-03-02T00:00:00Z,59.6326037124803,107737.853870458
027132,ERYY,DIREXION DAILY ENERGY BR 1X,2016-04-07T00:00:00Z,21.5792636118598,322.312668463612
027160,RFEU,FIRST TRUST RIVFRONT DYN EUR,2016-04-14T00:00:00Z,58.7405257281553,8800.81715210356
027173,OPD,GUGGENHEIM LGCP OPT DIVERS,2016-04-19T00:00:00Z,26.3541613744075,161.824644549763
027207,SDG,ISHARES MSCI GLOBAL IMPACT,2016-04-22T00:00:00Z,60.5962049593495,7782.85203252033
027260,BFIT,GLOBAL X HLTH WELLN THEMATIC,2016-05-10T00:00:00Z,18.4665716748768,4192.22413793103
027261,LNGR,GLOBAL X LONGEVITY THEMATIC,2016-05-10T00:00:00Z,20.7184371100165,4579.27832512315
027262,AGGP,IQ ENHANCED CORE PLUS BD US,2016-05-10T00:00:00Z,19.680216917923,69659.175879397
027263,AGGE,IQ ENHANCED CORE BOND US ETF,2016-05-10T00:00:00Z,19.2759964930924,30289.8958554729
027288,TCHF,ISHARES EDGE MULTIF TECHNOL,2016-05-12T00:00:00Z,35.1751115789473,1062.24736842105
027289,UTLF,ISHARES EDGE MULTIFACT UTILS,2016-05-12T00:00:00Z,26.0747319298246,166.273684210526
027295,FAAR,FIRST TR ALTERN ABSOLUTE RET,2016-05-19T00:00:00Z,27.8906359207267,9753.63666391412
027379,FLQH,FRANKLIN LIBERTYQ INTL EQ HD,2016-06-03T00:00:00Z,24.9500089092423,3037.21565362198
027380,FLQE,FRANKLIN LIBERTYQ EMERG MKTS,2016-06-03T00:00:00Z,29.1343611157369,38579.1923397169
027491,ESGS,COLUMBIA SUST US EQ INCM ETF,2016-06-13T00:00:00Z,28.1029485355649,929.810041841004
027493,ESGN,COLUMBIA SUST INTL EQ INCM,2016-06-13T00:00:00Z,26.1968689539749,1591.55230125523
027494,ESGW,COLUMBIA SUST GBL EQ INCM,2016-06-13T00:00:00Z,27.8183822105263,1490.95578947368
027505,RFUN,RIVERFRONT DYN UNCNSTRND INC,2016-06-14T00:00:00Z,25.4268412060301,5819.24288107203
027602,XTH,SPDR S&P TECH HARDWARE ETF,2016-06-28T00:00:00Z,71.6660952380953,580.168186423506
027625,MNP,WESTERN ASST MUNI PARTNRS FD,1993-01-25T00:00:00Z,13.6892961321287,15582.7810559006
027661,KRMA,GLOBAL X CONSCIOUS COS ETF,2016-07-12T00:00:00Z,20.3885350638298,19919.1344680851
027722,MELT,DIREXION DLY GOLD MNR BEAR1X,2016-07-27T00:00:00Z,26.6186377551021,5183.58503401361
027727,LVHI,LEGG MASON INTL LW VOL HG DV,2016-07-28T00:00:00Z,25.8111034393809,9399.96474634566
027797,WTRX,ELEVATION SUMMIT WATER ETF,2016-08-09T00:00:00Z,28.8535232445521,1214.46246973366
027826,BTF,BOULDER TOTAL RETURN FUND,1993-02-12T00:00:00Z,15.7155974577794,22808.0215594682
027851,HTO,HYPERION 2005 INVT GRADE OPP,1993-02-19T00:00:00Z,8.65408049083567,31318.559490525
027876,JHB,NUVEEN HI INCM NOV 2021 TARG,2016-08-24T00:00:00Z,9.6666138986014,110295.894230769
027880,HDMV,FIRST TR HORIZON MGD VOL INT,2016-08-25T00:00:00Z,31.720013648294,18973.1478565179
027884,HUSV,FIRST TR HORIZON MGD VOL DOM,2016-08-25T00:00:00Z,24.1860851268591,39123.2405949256
027935,IMED,PUREFUNDS ETFX HEALTHTECH,2016-08-31T00:00:00Z,26.0943578125,654.10546875
027956,NPV,NUVEENA VA QL MUN INCM FD,1993-03-18T00:00:00Z,14.672132084575,14534.9465020576
027992,DULL,DIREXION DLY SIL MNR BEAR 2X,2016-09-08T00:00:00Z,30.4847378787879,986.318181818182
027993,SHNY,DIREXION DLY SIL MNR BULL 2X,2016-09-08T00:00:00Z,10.524539223301,13524.959223301
028029,SMMV,ISHARES MSCI USA SMALL-CP MN,2016-09-09T00:00:00Z,30.337218093557,85197.7934686673
028121,ITML,VANECK VECTORS AMT-F 12-17YR,2016-09-20T00:00:00Z,24.00005,313.980769230769
028143,MHY,WESTERN ASST MANGD HI INC FD,1993-04-15T00:00:00Z,7.60104114999151,115450.903855954
028144,VKV,VAN KAMPEN VALUE MUN INCOME,1993-04-15T00:00:00Z,13.4430453304375,32882.6224014893
028167,FTXR,FIRST TR NASDAQ TRANSPORTN,2016-09-21T00:00:00Z,23.6886728888889,47828.7013333333
028173,TMT.,TCW/DW TERM TRUST 2003,1993-04-22T00:00:00Z,9.09562504665922,125398.879432624
028175,AMU.1,ACM MUN SEC INCOME FUND INC,1993-04-23T00:00:00Z,12.2031196050775,16449.2552891396
028198,YESR,AMPLIFY YIELDSHS SENIOR LN,2016-09-21T00:00:00Z,26.0191671206226,1045.25680933852
028213,FLLV,FRANKLIN LIBERTY US LO VOLTY,2016-09-22T00:00:00Z,32.847637633452,7535.1512455516
028226,PSC,PRINCIPAL US S C MUL FAC ETF,2016-09-22T00:00:00Z,30.5394360320285,5296.71174377224
028244,MVY,MUNIVEST N Y INSD FD INC,1993-05-10T00:00:00Z,12.3853787234043,10238.085106383
028273,ARK,BLACKROCK SENIOR HIGH INC FD,1993-05-17T00:00:00Z,6.34491507722007,119166.853667954
028301,NPG,NUVEEN GA PREM INCOME MUN FD,1993-05-21T00:00:00Z,14.2505230753268,4423.65054990662
028302,NOM,NUVEEN MO QUAL MUN INCM FD,1993-05-20T00:00:00Z,14.7163763101528,2614.14493788376
028307,PTI.1,PUTNAM INVT GRADE INTER MUN,1993-05-24T00:00:00Z,12.9987773788151,8155.6552962298
028329,RNJ,BLACKROCK NJ INV QLTY MUN TR,1993-05-28T00:00:00Z,13.3776622586672,1452.2495329043
028331,RAA,BLACKROCK CA INV QLTY MUN TR,1993-05-28T00:00:00Z,13.741634956362,1683.44924207625
028443,VMV,INVESCO VAN KAMPEN MA VALUE,1993-06-16T00:00:00Z,14.2291140246406,3600.00882956879
028444,VJV,VAN KAMPEN NJ VALUE MUN INC,1993-06-16T00:00:00Z,13.0538274225774,3298.55144855145
028473,NMS,NUVEEN MINNESOTA QUAL MUN,1993-06-21T00:00:00Z,14.440392702664,5739.71670008594
028634,NPX,NUVEEN PREM INCM MUNI OPPY,1993-07-22T00:00:00Z,12.6053826911499,51224.3122616898
028746,MVP,MUNIVEST PA INSD FD,1993-08-16T00:00:00Z,12.3837790342298,6136.67481662592
028773,PIT.1,PAINEWEBBER PREM INTER TF FD,1993-08-20T00:00:00Z,12.7465124223603,11336.3354037267
028774,SBG.2,WESTERN ASST 2008 WRLDWD DLR,1993-08-20T00:00:00Z,9.6949527409717,49108.4078981554
028856,ESGL,INVESCO ESG REVENUE ETF,2016-10-31T00:00:00Z,30.3407278985508,1903.68719806763
028870,CRL.3,CAP RLTY INV TAX EXFD LP III,1993-07-01T00:00:00Z,12.741797235023,3349.30875576037
028880,GVIP,GOLDMAN SACHS HDGE IND VIP,2016-11-03T00:00:00Z,58.6744267824498,11355.2120658135
028896,IMTB,ISHARES CORE 5-10 Y USD BD,2016-11-03T00:00:00Z,49.8352350091407,9094.29433272395
029006,VKI,INVESCO ADV MUNI INCM TR II,1993-10-14T00:00:00Z,12.1200468120563,56824.7442399652
029162,JPSE,JPMORGAN DVRSFD SMLL CP ETF,2016-11-16T00:00:00Z,29.7043392626728,31692.6119815668
029180,LVHE,LEGG MASON EMERGING MRKT ETF,2016-11-18T00:00:00Z,26.5843516533637,1495.77651083238
029193,MBD.,MUNIBOND INCOME FUND INC,1993-11-15T00:00:00Z,12.2753812154696,12737.0165745856
029219,HIO,WESTERN ASST HI INCM OPP FND,1993-11-16T00:00:00Z,7.19623407967433,228687.275225356
029258,HGA,HERITAGE US GVT INCOME FUND,1993-11-19T00:00:00Z,11.5043686155914,6656.1626344086
029289,KEF,KOREA EQUITY FUND INC,1993-11-24T00:00:00Z,7.50969896690744,33429.1720141105
029399,RA,BROOKFIELD REAL ASTS INCM FD,2016-12-05T00:00:00Z,21.1770012115564,177974.100652377
029412,RMT,ROYCE MICRO-CAP TRUST INC,1993-12-15T00:00:00Z,9.75280618985126,73716.1472732575
029474,SHF.1,SCHRODER ASIAN GRWTH FD INC,1993-12-22T00:00:00Z,11.6113529962547,69037.6404494382
029512,NULG,NUVEEN ESG LRG-CAP GRWT ETF,2016-12-14T00:00:00Z,37.3099491557223,25423.0422138837
029518,NULV,NUVEEN ESG LARG-CAP VLUE ETF,2016-12-14T00:00:00Z,28.9553106003752,41556.8405253283
029568,WBIY,WBI POWER FACTOR HGH DIV ETF,2016-12-21T00:00:00Z,23.9631260131951,20114.5579641847
029660,XF,ELKHORN S&P MIDCAP FNL PRTFL,2016-12-30T00:00:00Z,15.1317640449439,375.337078651685
029739,GPF.1,GLOBAL PRIVATIZATION FD INC,1994-02-18T00:00:00Z,12.6809140811456,298973.031026253
029753,WDV,WORLDWIDE DOLLARVEST FD INC,1994-02-22T00:00:00Z,10.2526440377804,21391.9716646989
029790,DUSA,DAVIS FTL TST-SLT US ETY ETF,2017-01-12T00:00:00Z,23.7184639923591,20192.3285577841
029848,CUMB,ETFIS SRS-VTS CLD MCL BD ETF,2017-01-18T00:00:00Z,25.0741074600355,4244.05150976909
029935,HLA,HIGHLANDER INCOME FUND INC,1994-03-24T00:00:00Z,12.7986851512374,3599.17506874427
029977,QXTR,NORTHERN LT-QTX ML-AST TL RN,2017-01-26T00:00:00Z,25.3319270689655,11648.8086206897
030033,GLDW,WORLD GOLD TRUST SPDR LG ETF,2017-01-30T00:00:00Z,124.37173805175,2153.95890410959
030097,EMO.2,TCW/DW EMERGING MKTS OPP TR,1994-04-21T00:00:00Z,11.8988067226891,63239.4012605042
030211,XMX,WISDOMTREE TST-GBL MXO EQ FD,2017-02-10T00:00:00Z,28.811408259587,34711.1489675516
030290,EBLU,ECOFIN GLOBAL WATER ESG FUND,2017-02-15T00:00:00Z,30.4144157226562,3902.8671875
030362,PSMC,INVESCO CONSERVA MLT-AST ETF,2017-02-23T00:00:00Z,12.7936828263003,4271.15112855741
030433,GRNB,VANECK VCTRS ETF TR GREEN BD,2017-03-06T00:00:00Z,26.5941115612648,6207.46640316206
030529,APF,MORGAN STAN ASIA PACIFIC FD,1994-07-26T00:00:00Z,13.1244704936485,91786.9125261296
030588,CEFS,SABA CLOSED-END FUNDS ETF,2017-03-21T00:00:00Z,19.8211322677323,14265.4775224775
030631,3AGROE,AMERICAS GROWTH FUND INC,1994-08-23T00:00:00Z,3.0447497982244,5408.23244552058
030642,HCOR,HARTFORD FDS EXG TR COPRT BD,2017-03-22T00:00:00Z,50.864124,12.2906666666667
030658,IDEV,BLACKRCK FD AD-SH IT DP MK,2017-03-23T00:00:00Z,55.2344518518519,147257.408408408
030733,JCO,NUVEEN CREDIT OPPORTUN 2022,2017-03-29T00:00:00Z,9.27359075376886,59335.6572864322
030856,GCM,GREENWICH STREET CA MUNI FD,1994-10-24T00:00:00Z,12.2906806318681,6125.71428571429
030858,3CREN,CORPORATE RENAISSANCE GROUP,1994-10-25T00:00:00Z,8.5842056681444,4216.78277390754
030860,FAK,FIDELITY ADVISOR KOREA FD,1994-10-25T00:00:00Z,8.93168436629527,31089.1364902507
030889,LLF,LATIN AMERICA SMALLER COS FD,1994-10-31T00:00:00Z,9.90658052434458,17114.2322097378
031151,FLQS,FRANKLIN LIBERTY U.S. SMLL,2017-04-28T00:00:00Z,27.3270696098562,2444.21560574949
031206,TPOR,DIREXION SHARES ETF TR -DX D,2017-05-03T00:00:00Z,25.9994277033985,57877.0947476828
031231,CACG,CLEARBRIDGE ALL CAP GWTH,2017-05-04T00:00:00Z,32.0477792783505,17690.5350515464
031382,SHAG,WISDOMTREE YIELD ENHANCED US,2017-05-18T00:00:00Z,50.0945088541667,12897.4614583333
031471,LRGE,LEGG MASON ETF INVESTMENT TR,2017-05-23T00:00:00Z,35.1288988505747,17569.367816092
031584,AMLX,AMPLIFY YLDSHR OL MLP IN ETF,2017-06-01T00:00:00Z,12.3762484304933,1819.14349775785
031719,FFTI,FORMULA FOLIOS TACT INCM ETF,2017-06-06T00:00:00Z,24.3102074894514,66030.9345991561
031729,NUDM,NUVEEN ESG INL DLD MT EQ ETF,2017-06-07T00:00:00Z,25.7603705385428,11470.6040126716
031837,CALF,PACER US SM CP CS CW 100 ETF,2017-06-19T00:00:00Z,25.9971317358892,15998.0756123536
031891,RNDV,FIRST TRUST US EQ DV SEL ETF,2017-06-21T00:00:00Z,21.7414522945571,2703.32230522946
031892,RNEM,FIRST TRUST EMR MK EQ SL ETF,2017-06-21T00:00:00Z,49.2911115261474,1331.06189967983
032030,TTAI,TRIMTABS INTE FREE CA FW ETF,2017-06-28T00:00:00Z,26.3706490343348,1025.32939914163
032050,CBH,VIRTUS ALLIANZGI CONV INC FD,2017-06-28T00:00:00Z,9.23256545064377,52745.580472103
032066,GOAU,US GLOBAL GD & PRC MT MI ETF,2017-06-29T00:00:00Z,15.1040146079484,43438.8721804511
032070,OCIO,ETF SERIES SOLUTIONS - CLEAR,2017-06-29T00:00:00Z,26.895606122449,4615.04511278196
032235,USOU,UNITED STATES 3X OIL ETF,2017-07-20T00:00:00Z,39.4090925619835,59064.158677686
032250,EFL,EATON VANCE FLTNG RATE 2022,2017-07-27T00:00:00Z,9.10300975877193,70505.576754386
032270,USOD,UNITED STATES 3X SRT OIL ETF,2017-08-03T00:00:00Z,16.8076608403361,32270.2605042017
032384,SECT,MAIN SECTOR ROTATION ETF,2017-09-06T00:00:00Z,28.9432334841629,74638.9864253394
032385,FLMB,FRANKLIN LIBRTY FED TX-FR BD,2017-09-05T00:00:00Z,25.5855336723164,6735.9581920904
032394,GHYB,GOLDMN SC AC HI YD CR BD ETF,2017-09-07T00:00:00Z,48.6630361268403,13855.7146092865
032461,PBDM,INVESCO PURBETA FTSE DEV ETF,2017-09-22T00:00:00Z,24.3610043577982,608.840596330275
032462,PBEE,INVESCO PUREBETA FTSE EM ETF,2017-09-22T00:00:00Z,24.5942079128441,327.498853211009
032496,PBND,INVESCO PUREBETA US AGGT ETF,2017-09-29T00:00:00Z,25.3573943483276,3684.50519031142
032497,BSJP,INVS BTSHS 2025 HGH YD CO BD,2017-09-29T00:00:00Z,24.0158183391003,68531.2237600923
032500,EATOF,EVOLVE AUTOMBILE INNV IDX FD,2017-10-06T00:00:00Z,21.1158627272727,261.727272727273
032542,SCHK,SCHWAB STGC  - 100 INDEX ETF,2017-10-12T00:00:00Z,29.3861923076923,201988.678321678
032575,MMIN,IQ MACKAY MUNICIPAL INSURED,2017-10-18T00:00:00Z,25.9362282201405,40285.9074941452
032576,AIEQ,AI POWERED EQUITY ETF,2017-10-18T00:00:00Z,28.042224941452,58474.1943793911
032577,MMIT,IQ MACKAY MUNICIPAL INTERMED,2017-10-18T00:00:00Z,25.6209875878221,10814.1967213115
032582,PMOM,PRINCIPAL SUSTAINABLE MTM IX,2017-10-19T00:00:00Z,27.4753436619718,750.498591549296
032583,PVAL,PRINCIPAL CONTRARIAN VAL IDX,2017-10-19T00:00:00Z,25.4383743661971,659.901408450704
032609,WCBR,WISDOMTREE TRUST,2021-01-28T00:00:00Z,23.96585,45641.9666666667
032669,SDVY,FIRST TRST SMID CAP RSNG ETF,2017-11-02T00:00:00Z,20.3301991696323,3844.24317912218
032690,ENTR,ERSHARES ENTREPRENEURS ETF,2017-11-08T00:00:00Z,19.1402820023838,11940.0369487485
032692,OMFL,INVESCO RUSSELL 1000 D M ETF,2017-11-10T00:00:00Z,30.0877034647551,77168.8924731183
032693,PXUS,PRNCPL INT MLTI-FCTR IDX ETF,2017-11-09T00:00:00Z,99.4395705289678,368.438287153652
032694,VTC,VANGUARD TOTAL CORP BOND ETF,2017-11-09T00:00:00Z,86.2275101431982,33391.3937947494
032701,OVOL,INVESCO RSL 1000 LOW V F ETF,2017-11-10T00:00:00Z,27.5650938380282,292.908450704225
032703,OYLD,INVESCO RSL 1000 LOW Y F ETF,2017-11-10T00:00:00Z,26.1903795774648,355.457746478873
032704,OSIZ,INVESCO RSL 1000 S F ETF,2017-11-10T00:00:00Z,27.0092075704225,360.367957746479
032720,PILL,DIREXON PHRM MED BULL 3X ETF,2017-11-15T00:00:00Z,22.3792183453237,28639.0419664269
032725,CLIX,PRSHRS LG ONL/SHRT STRS ETF,2017-11-16T00:00:00Z,58.1482442977191,25150.6386554622
032813,PWS,PACER WEALTH SHIELD ETF,2017-12-12T00:00:00Z,25.1495756127451,26631.6053921569
032821,CLRG,IQ CHAIKIN US LARGE CAP ETF,2017-12-13T00:00:00Z,25.0991663803681,105610.266257669
032838,USAI,PACER AMERICAN ENRGY IND ETF,2017-12-13T00:00:00Z,21.7500236809816,4991.29325153374
032857,JPBI,JAMES PURPOSE BASED INVT ETF,2017-12-20T00:00:00Z,24.189759574468,1308.51418439716
032867,LDRS,INNOVATOR IBD ETF LEADRS ETF,2017-12-21T00:00:00Z,23.3539051915946,17360.7787391842
032868,WCHN,WSDMTR ICBCCS S&P CHN 500 FD,2017-12-21T00:00:00Z,28.083114262295,8569.1262295082
032869,WBAL,WISDOMTREE BALANCED INC FD,2017-12-21T00:00:00Z,24.4023514395393,1048.36276391555
032888,LSST,NTXS LMS SYLS SH DUR INC ETF,2017-12-28T00:00:00Z,25.2191952795031,4453.74285714286
032891,DWCR,ARROW DWA COUNTRY ROTATN ETF,2017-12-29T00:00:00Z,27.5470312189053,1129.69278606965
